IDE,Text,kategori
941,pinjam ajar lama bayar atas nama anak tahun bayar bulan atas pinjam sah debit rekening giro kredit rekening pinjam ajar navient anak sekolah selesai gelar 2 tahun lalu pinjam uang lalu program xxxx biaya semester akhir kuliah titik tentu pinjam dua jatuh tempo anak ira susun rencana bayar terima beban finansial bayang kejut buka lapor bank sore temu entri debit ach sah rekening giro besar 73000 rupa orang navient tanya namassn anak temu informasi rekening bank laku bayar izin pemberitahuan apa,Fraud
942,sampai keluh kait iklan salah praktik bisnis tipu cit bank hubung rekening bank citigold xxxx xxxx aju mohon rekening bank citigold guna kode promo terima citibank daftar promosi pikat promosi bonus janji xxxx aadvantage miles kredit akun aadvantage aju mohon masuk kode promosi nomor akun aadvantage konfirmasi lalu obrol wakil cit bank beberapa hari mohon mohon proses penuh syarat dapat tawar bonus xxxx miles penuh syarat promosi  waktu 60 hari selesai beli  100000 lebih kartu debit citigold laku bayar tagih xxxx lebih 2 bulan kalender turut informasi temu semua cakap rekam citibank penuh syarat promosi hubung citibank lalu pesan aman obrol konfirmasi tanya kapan poin kirim beri tahu semua syarat promosi penuh terima bonus miles kredit akun aadvantage paling lambat akhir xxxx xxxx awal xxxx xxxx sekali terima pesan aman citibank kasus r-xxxx buka selidik hilang xxxx miles xxxx xxxx terima surat aman direktur xxxx xxxx konfirmasi xxxx miles entah bagaimana hasil hilang nomor akun aadvantage balas nomor aadvantage kata surat hapus citibank buat ulang kasus investigasi baru terus beban biaya bulan besar  xxxx usaha keras penuh janji pasar jelas sekali pasar tipu sejak awal sila lihat pesan bawah direktur xxxx xxxx riset klien citibank xxxx dear xxxx xxxx terima kasih atas tanya xxxxxxxxxxxx kena nomor rekening giro akhir xxxx selesai teliti hasil ikut akun penuh syarat xxxx xxxx tawar xxxx aa miles citibank sangat miles terap akun xxxx xxxx aadvantage anda perlu nomor akun xxxx xxxx aadvantage proses minta sila hubung layan online citibank xxxx segera mungkin beri nomor rekening aadvantage punya tanya bicara wakil layan langgan hubung 24 jam hari 7 hari minggu di citigold xxxx citigold international collect xxxx xxxx xxxx xxxx  tdd  xxxx harga bisnis citibank harap layan semua butuh uang masa depan hormat xxxx xxxx direktur riset klien,Fraud
943,bank biar periksa tipu bahkan beri tahu beku akun,Fraud
944,buka rekening giro tabung bb t xxxx tx bagi promosi ajar serah informasi pribadi bankir sama formulir perlu buka rekening formulir serah formulir daftar rekening formulir kartu tanda tangan bb t formulir putus ceruk formulir daftar rekening ditandatangani ikan bankir datang universitas buka rekening formulir kartu tanda tangan bb t formulir putus ceruk kirim bankir isi menandatangani kirim lalu pos as xxxx xxxx 2015 buka rekening bankir beri apa detail kena akun xxxx xxxx 2015 beberapa aktivitas tipu jadi akun tahu lalu pemberitahuan ceruk terima lalu pos segera beri tahu bank tutup rekening xxxx xxxx 2015 aju sengketa bank kait aktivitas tipu rekening aju adu departemen polisi xxxx divisi curi surat usps semua lapor serah bb t bantu proses investigasi selisih hasil selisih aju bank untung tolak klaim sengketa kata semua proses buka rekening laku sesuai prosedur puas tanggap beri pergi sendiri bank minta semua formulir serah proses buka rekening bankir beri salin formulir kartu tanda tangan bb t kejut lihat formulir serah bank beda sistem bank klaim rekening buka xxxx xxxx 2015 beri salin formulir kartu tanda tangan bb t tanda tangan tanggal xxxx xxxx 2015 menandatangani kirim formulir bank xxxx xxxx 2015 tahu formulir benar kirim bank sistem milik formulir beda sistem tanggal beda semua investigasi selisih dasar formulir sistem bukan serah minta bank beri semua formulir kait rekening rasa semua informasi pribadi disalahgunakan formulir minta bank  1 formulir daftar rekening 2 formulir tanda tangan kartu bb t 3 formulir putus tinjau ceruk bankir beri tahu minggu lalu aju minta dapat formulir lain makan waktu 2-3 hari kerja dapat minggu terima telepon bankir kata beri formulir sebut minta hubung departemen hukum dapat bankir sebut kata milik akses formulir sebut tanya nyata tanya bagaimana bankir ajak bicara minggu lalu aju minta dapat formulir sebut sekarang kata milik akses hadap bankir milik jawab atas tanya sikeras dapat salin formulir catat bankir bahkan tolak bicara terus kata punya apa bicara tinggal tempat tanya kepada  1 cabang punya salin formulir serah buka rekening milik file cabang file sebut isi formulir sedia beri beri salin salah satu formulir 2 orang bankir urus minggu lalu aju minta dapat formulir sebut tiba minggu prosedur ubah beri formulir sebut hubung departemen hukum dapat ,Fraud
945,kasus xxxx rupa tindak lanjut keluh awal bagaimana rujuk atas bank of america tanggap surat lampir gagal atas selesai masalah sampai lapor xxxx xxxx xxxx xxxx rekening tutup cek setor kembali rekening tutup sebab akun negatif orang mahasiswa punya dana lunas segera bayar penuh tahun kemudian coba hapus catat xxxx tulis bank jelas cek tuju tahu cek kembali tanggap dapat cek chexsystems lapor duga aktivitas tipu  xxxx lapor transaksi  coba transaksi  akun cara sah larang  coba ulang kali dapat informasi bank apa laku buat curiga ada tipu  pernah dapat jawab laku tipu apa dapat untung apa setor cek buruk tahu kembali tanggung jawab lunas bank alami rugi akibat jadi sebut sisi buka rekening bank mana laku tipu  kait nama terima tanggap keluh pertama sebut alas lapor xxxx xxxx fakta surat terima kata selidik  keluh temu rekening giro tabung tutup setor cek kembali kata akun tutup aktivitas dana cukup  tangan muas kemudian kata lapor aju xxxx ews akurat hapus sebut ada duga tipu  upaya transaksi  akun jelas lapor alas sebut lapor dana cukup sangat beda lapor tipu  implikasi sangat serius jelas apa laku anggap tipu bukti maksud laku tipu laku tuntut hapus catat rusak nama xxxx xxxx penting hapus nama rasa olah tuduh laku aktivitas kriminal kemudian hukum pernah dengar bukti apa kemudian izin tanggap adil salah lampir salin surat terima bofa tanggap atas keluh asli salin lapor xxxx xxxx tinjau terima kasih,Fraud
946,coba dapat bukti polis asuransi jiwa bank of america debit rekening giro besar 65000 bulan 10 bulan bicara manajer cabang indikasi beri bukti kembali uang besar 650000 curi rekening kartu kredit alamat upaya selesai respons akhir sewa acara selesai masalah bahkan acara hubung tanggap,Fraud
947,chase bank terbit surat jelas cek palsu rekening hampir lucu perlu surat selesai biaya hipotek singkat  orang nama xxxx palsu cek rekening beri tahu chase hari kemudian chase tutup akun buka akun baru atas nama meski chase tampak otomatis terus perintah bayar otomatis lain rekening bank baru entah bagaimana bayar otomatis kartu kredit chase - kartu kredit chase - terus lewat bayar divisi kartu kredit chase kemudian lapor tunggak picu rangkai peristiwa peringkat kredit anjlok saat xxxx sekarang tunda biaya hipotek beri surat jelas chase chase tolak aku laku salah bahkan tolak keluar surat jelas peristiwa sebab lambat bayar kartu kredit nilai kredit pulih divisi hipotek xxxx minta surat jelas chase izin selesai biaya lampir salin korespondensi relevan mohon minta chase keluar surat jelas singkat nyata cek palsu paksa tutup rekening lalai sebab bayar kartu kredit lewat akun chase milik saldo lebih 11000000 tagih kartu kredit capai ratus terima kasih banyak - xxxx xxxx xxxx,Fraud
948,jahat guna rekening bank of america curi 8600000 rupa bagi besar tabung hidup jadi xxxxxxxx xxxx xxxx 2016 kirim instruksi besar 8600000 per kawat kirim lalu email acara xxxx xxxx xxxx xxxx xxxx xxxx xxxx florida dana saldo tutup beli kondominium sewa xxxx xxxx xxxx xxxx tangan tutup sebut sesuai janji xxxx xxxx tiba kantor xxxx xxxx 2016 selesai tutup xxxx xxxx temu pintu tanya kirim dana tutup beri tahu punya xxxx xxxx nyata retas punya dana xxxx xxxx hingga xxxx xxxx 2016 xxxx xxxx xxxx xxxx xxxx kerja xxxx xxxx pecat xxxx xxxx xxxx xxxx 2016 tukar 34 email alamat email xxxxxxxxxxxx xxxx xxxx alamat email xxxxxxxxxxxx xxxx xxxx xxxx xxxx sadar ada tutup komunikasi hampir seluruh lalu email masuk hud-1 nyaring hoa harga biaya agen milik jadi terima instruksi kawat xxxx xxxx lalu akun email usaha guna biasa rekening instruksi kawat kirim email lalu xxxx xxxx rekening bank amerika xxxx xxxx xxxx xxxx xxxx   alamat cantum rekening instruksi kawat xxxx xxxx acara xxxx xxxx xxxx alamat bisnis fisik xxxx xxxx xxxx xxxx xxxx xxxx fl xxxx  aba xxxx akun  xxxx lihat xxxx terima instruksi transfer lalu email xxxxxxxxxxxx xxxx xxxx 2016 tanggal tutup jadwal xxxx xxxx 2016 ikut instruksi transfer telepon xxxx proses transaksi transfer rekening giro khusus siap xxxx tahun proses transfer kawat segera milik akun pialang xxxx tanggal xxxx2016 xxxx xxxx lapor jadi sebut kantor polisi tempat atch xxxx xxxx xxxx detektif polisi blemur  xxxx  xxxx xxxx saran panggil akun  xxxx xxxx xxxx xxxx xxxx  bank of america tentu milik akun terima catat det saran xxxx perlu waktu hingga 6 minggu xxxx xxxx 2016 aju minta tari kawat xxxx xxxx xxxx 2016 kantor ceo xxxx xxxx xxxx  xxxx  xxxx telepon beri tahu tari sebut hasil arti terima bank of america xxxx xxxx xxxx xxxx xxxx  izin cair dana xxxx  dana sedia akun tutup xxxx beri tahu terus selidik coba pulih sisa dana rekening bank of america perlu waktu 30 hingga 60 hari cfpb selidik bagaimana bank of america fungsi lawan jahat buka guna rekening bank curi tabung hidup orang amerika oleh susah payah kemudian hilang lihat xxxx instruksi kawat xxxx xxxx lampir xxxx email kirim xxxx xxxx masuk instruksi kawat lampir xxxx email kirim xxxx xxxx xxxx lapor polisi,Fraud
949,cek pribadi kirim xxxx xxxx bank besar xxxx rekening cit bank lapor rekening bank tunjuk uang sebut potong rekening xxxx kata uang sebut pernah bayar cit bank beri tahu siapa bayar mana uang ada,Fraud
950,santander bank iklan rekening xxxx-nya kata langgan oleh tambah 2000 per bulan milik rekening  jelas maksud sirat bukan promosi 2 tahun kemudian tutup semua akun xxxx xxxx transfer saldo xxxx produk iklan sengaja tipu tutup akun akhir xxxx sadar pernah kredit akun besar 2000 akhir bayar bulan xxxx aku salah kata tutup rekening beri besar 2000 bayar,Fraud
951,bank chase tarik 180000 xxxxxxxx2016 izin beri sulit kembali masalah asal cek kasir tarik rekening kemudian kembali putus ambil uang sekarang dampar xxxx mil jauh rumah rekening bank tarik terlalu banyak tagih bayar punya hak hukum atas uang punya alas tindak lambat perlu catat karyawan cabang sangat bantu usaha lebih keras bantu atas masalah tetap selesai diberitahu selesai masalah,Fraud
952,beberapa hari lihat xxxx biaya tipu pisah kartu debit bisnis segera telepon batal kartu kirim email asisten wakil presiden sr manajer cabang kelola akun kirim surat nyata isi serah bank masuk kredit rekening biaya beberapa minggu kemudian terima pemberitahuan vendor tagih sebut sah cabut kredit belum kirim surat resmi departemen tipu cabang ban putus minta timbang informasi kirim vendor isi informasi palsu identitas bahkan alamat kirim mana barang beli online kirim kemudian dapat kabar 4-5 minggu telepon kata tangan kasus sebut perlu kerja langsung cabang bolak-balik bank kata laku semua kerja sama langsung dagang dapat uang salah satu dagang hubung satu kata terima kredit konfirmasi bank satu habis waktu satu jam telepon diberitahu perlu kerja sama bank dapat uang  bank balas hari bahkan minggu rasa habis tenaga rajin laku langkah benar tetap hubung bank jadi sekarang bingung kerja terlalu keras hilang lebih 60000 butuh bantu,Fraud
953,terima rangkai tuduh tipu rekening giro periode xxxx xxxx xxxx jumlah xxxx bank awal tolak klaim kata semua uang ambil kartu atm pribadi dasar tanda tangan guna tarik suatu waktu tentu hilang kartu atm rasa sulit percaya alas tolak klaim masuk akal tahun pergi langsung bank ambil uang beri tanda tangan alas ini aju klaim bank of america,Fraud
954,xxxx xxxx laku setor seluler jumlah wesel besar 50000 akun wells fargo wesel sebut xxxx sah palsu alas tentu wells fargo anggap palsu beberapa hari kemudian keluar kembali atas setor wesel besar 50000 pikir biasa kata belum tahu wesel asli punya tanda terima bukti fakta wells fargo tolak setor wesel nila 50000 paksa setor rekening giro lembaga hadap masalah apa beberapa hari tagih coba bayar lalu rekening wells fargo tolak telepon beri tahu tangguh berat  rekening wesel nila 50000 wells fargo palsu jelas wakil telepon nyata milik dokumentasi cara buka kunci akun milik tagih bayar sangat bantu kata satu laku tunggu telepon 48 jam dapat selesai hari tanda 72 jam sejak panggil telepon transfer cegah rugi diberitahu sama - cek palsu walaupun akun tangguh sekarang mungkin tutup larang laku transaksi perban wells fargo langgan wells fargo 20 tahun buka akun pra-remaja akun kenal wachovia milik beberapa hipotek lalu wells fargo langgan setia pernah laku tipu apa akun xxxx yakin wesel palsu diberitahu akun tutup asumsi salah pihak wells fargo sebal jujur layan buruk laku jahat risiko akun tandatangani sama orang tutup rekening guna bayar hipotek setor cek palsu terima bantu apa bagi besar hubung siapa benar tangan kasus kirim langsung tanda terima bukti wesel asli duduk diam tunggu tiba tahu akun tutup milik akses lebih 500000 uang selesai sekarang,Fraud
955,departemen risiko bank of america kirim surat xxxx2016 beri tahu tutup rekening bank xxxx milik xxxx bisnis xxxx akun pribadi jelas beri atas putus tutup rekening 35 tahun bisnis bank of america kirim cek kasir saldo xxxx rekening 120000 kirim diberitahu departemen tipu tangkap kamera xxxx cabang xxxx terima uang loket teller diberitahu departemen tipu kartu atm pin guna transaksi sama milik dokumentasi bukti benar ada terbang xxxx xxxx xxxx xxxx waktu sama bank of america tolak keluar 120000 dolar yakin xxxx departemen risiko bank of america tanggung jawab atas hilang uang sebut bicara xxxx xxxx2016 xxxx-xxxx cabang xxxx xxxx xxxx bank of america tuntut lepas uang rekening pribadi tutup butuh uang bayar cek tulis bank baru bayar bayar sewa bisnis xxxx kata sadar perlu keluar uang xxxx2016 xxxx departemen tipu b a nyata ambil uang xxxx xxxxxxxx xxxx hari sama uang rekening lapor bank tunjuk uang ambil rekening xxxx xxxx etalase teller cabang xxxx fakta tentang yakin bank of america sengaja simpan uang departemen sheriff tempat bantu sheriff diberitahu manajer cabang ada cabang terima uang rasa perlu sewa firma hukum bantu dapat uang,Fraud
956,buka chqacct bank amerika xxxx terima cek kasir besar 480000 usaha online kerja xxxx xxxx  setor akun lalu proses atm xxxx terima tanda terima xxxx terima surat malam bank amerika salin rinci sama beri sesuai minta jelas tahan tempat cek informasi bank bayar tunjuk barang kembali akibat terima lembar surat lain setor tambah lain bingung esok pagi pergi bank diberitahu custsvcrep yakin cek sebut palsu tunggu hingga xxxx hingga cek sebut lunas anggap palsu padahal beri tahu cek sebut bagus jelas setor langsung ssi datang xxxx kemudian beri tahu mungkin besar bank tutup akun tanya alas jawab cek palsu xxxx terima surat bank of america buat putus tutup rekening pergi bank xxxx pergi bank ambil cek ssi acct tutup pergi langsung teller ambil uang beri tahu akun tutup bicara cust sebut svc rep mampu bayar sewa punya makan makan punya uang temu anggota kongres minta bantu bimbing ambil langkah milik semua kwitansi dokumen nama jadi jelas singkat mungkin terima kasih belum sewa jatuh tempo xxxx barang tentu beli suruh teller temu custsvcrep memberitahukan acct tutup dapat uang apa milik milik semua dokumen nama kwitansi perlu mesin fotokopi hubung uang tinta,Fraud
957,halo daftar promosi rekening tabung citigold mana orang penuh syarat promosi terima nyata cit xxxx xxxx american aadvantage miles kredit rekening 3 bulan nyata mana lengkap syarat hubung citigold beberapa kali lengkap syarat konfirmasi benar lengkap syarat sebut konfirmasi lalu telepon benar hasil selesai semua syarat catat akun puas terima miles sekarang hari akhir mana kredit interaksi obrol aman mana sekali konfirmasi benar hasil selesai syarat citigold xxxx bonus aa miles bagaimana pakat kontrak promosi milik tangkap layar cetak obrol aman bukti janji kredit miles beberapa hari sekarang bulan sejak hari akhir kredit akun sebut terima bonus janji bagi hasil selesai miles langgar janji tipu konsumen janji pasti hasil capai promosi beri janji palsu tolak beri miles,Fraud
