IDE;Text;kategori
758;CFPB yang saya hormati, SATU-SATUNYA PENYELAMAT HIDUP Saya! SAYA KORBAN PENCURIAN ID DAN DESKrMINASI KREDIT SERTA MEMILIKI REFRENSI DAN AFIDAVIT FTC, AFIDAVIT IDTHEFT DENGAN LAPORAN PENEGAKAN HUKUM DAN SAKSI DENGAN NOTARIS. SEMUA BUKTI BAGAIMANA BAIK FARGO MENDISKRIMINASIKAN SAYA UNTUK HANYA MENYELAMATKAN MEREKA DAN MANAJER CABANGNYA. JADI, XXXX mereka memiliki kontrak dengan dan banyak lagi pinjaman yang menurut saya meresahkan dan menentangnya dan sekarang mereka telah memblokir semua rekening giro saya dan kartu kredit yang merupakan pelanggaran langsung terhadap 609e, FCRA dan FTC. Ada ATM MONEY JAM, SAYA SETOR XXXX HANYA MEMBERI SAYA Kwitansi YANG TIDAK PERNAH SAYA LIHAT SEUMUR HIDUP, TANGGAL BERBEDA DAN JUMLAH BERBEDA. KEMUDIAN SAYA TELEPON MANGER CABANG YANG JUGA BANKER SAYA DAN MENDORONG SAYA UNTUK MEMBUKA REKENING DENGAN DIA TERMASUK BISNIS. SAYA MEMILIKI SKOR KREDIT XXXX PLUS DAN SAYA MENDAPAT KEANGGOTAAN BIRO XXXX BERSAMA DENGAN ASURANSI XXXX XXXX XXXX UNTUK MENGAMBIL KRADITOR KE KEADILAN JIKA MEREKA SAYA MENCURI SAYA ATAU MENCOBA DESKRMASI TERHADAP WARGA TERHORMAT. SAYA MENELEPON WAKIL PRESIDEN XXXX XXXX XXXX DI CABANG XXXX DAN DIA MEMBERI SAYA NOMOR OPERASI ATM DAN MENGATAKAN SUDAH TERJADI DENGAN MESIN INI SEPERTI 3 KALI. JANGAN KHAWATIR, HUBUNGI MEREKA DAN LAKUKAN KLAIM. SAYA MENELEPON DAN XXXX XXXX DI OPERASI ATM MENDAPATKAN KLAIM DAN MENGATAKAN PENAHANAN TIDAK AKAN DILAKUKAN DAN KAMI BERHUTANG MELALUI UANG JADI JANGAN SETOR JUMLAH NEGATIF ????APA PUN. SEKARANG MEREKA SEMUA MULAI MENGGANTUNG SAYA DAN SAYA TELAH MENCATATNYA DAN SAKSI YANG VP CABANG LAINNYA seperti XXXX di cabang XXXX. Kemudian XXXX memberi tahu saya bahwa Fargo telah mencoba menutup kartu kredit Anda, tetapi karena Anda memiliki XXXX, mereka tidak punya alasan untuk melakukannya dan kartu Anda diblokir. Saya kemudian diberitahu ketika saya langsung menelepon pencegahan kerugian eksekutif dan sumur eksekutif kantor Fargo dan mereka mengatakan Anda jelas kami ingin tahu apakah kemacetan terjadi jadi minta manajer cabang Anda menghubungi kami dan kemudian XXXX XXXX berkata tidak, mereka tidak dapat menelepon mereka karena dia tidak pernah memiliki nomor mereka. Saya seperti Anda adalah orang yang membukakan saya rekening dan menyimpan uang saya selama berminggu-minggu Perwakilan Fargo tolong izinkan saya menyetor karena semua pembayaran terpental dan saya akan turun karena sudah menjadi korban pencurian saya, mereka bilang begitu. tidak peduli dengan FTC atau belum pernah mendengar tentang hak XXXX atau siapa CFPB. Sekarang sudah 2 minggu saya jaddicapped memiliki semua kartu dan uang tetapi mereka tidak menyalakannya. Mereka memberitahuku kebohongan yang berisiko! Seperti yang dikatakan manajer cabang bahwa Anda telah mengetahui kebohongan mereka dan sekarang mereka marah dan ingin mengusir Anda dan melaporkan Anda ke XXXX yang lagi-lagi melanggar banyak dari mereka! Jadi, menyetujui kartu kredit saya melalui XXXX di mana saya menjadi anggotanya dan memberi saya batas XXXX bagaimana saya mengambil risiko dan saya mengambil risiko dan semuanya keluar emas 100% bersih. Jadi, mengatakan secara langsung di hadapan orang-orang bahwa saya berisiko adalah sebuah tamparan terhadap agama, budaya, dan etnis saya.;Fraud
759;Rekening giro XXXX, FL, Bank of America saya telah ditarik sebesar {$1200,00} dalam jumlah XXXX {$600,00} pada XX/XX/XXXX. XXXX lebih banyak upaya untuk menarik jumlah yang sama dihentikan oleh bank. Bank menelepon saya dan menanyakan apakah penarikan itu milik saya. Aku berkata tidak. Referensi departemen penipuan mereka # adalah ... ... ... .. XXXX XXXX, saya membuka rekening baru ( XXXX ) di bank yang sama dan rekening lama ditutup. Laporan polisi ( ... ... ... ... ) dibuat di Kantor Sheriff XXXX, Distrik XXXX, XXXX County Florida, diberitahukan oleh FTC, biro kredit XXXX diberitahu dan pembekuan 90 hari ditambahkan ke rekening, AS Inspektur Pos diberitahu. Bank telah mengirimkan kartu ATM pengganti ke alamat selain alamat saya di XXXX XXXX dan rekening saya dikenakan biaya sebesar {$5,00} yang tidak saya sadari sampai XXXX XXXX. Tagihan tersebut telah dihapus dari rekening dan akhirnya {$1200,00} dikembalikan sehingga keuangan saya utuh. Karena bank mencatat semua panggilan telepon yang berkaitan dengan penggantian, saya menanyakan rincian departemen penipuan mereka, seperti informasi yang diminta bank untuk dikirim ke alamat lain, namun diberitahu bahwa hanya polisi yang dapat mengakses informasi tersebut. Ketertarikan saya adalah mengetahui informasi pribadi apa yang dimiliki si pencuri yang memungkinkan dia dan dia (ada XXXX individu yang terlibat) mendapatkan kartu tersebut sehingga saya dapat mengambil langkah tambahan apa pun yang diperlukan untuk mencegah serangan lebih lanjut. Saya masih tertarik dengan informasi itu. Polisi mengatakan mereka jarang melakukan tindak lanjut karena biasanya hanya membuang-buang waktu saja... Informasi Latar Belakang : Ironisnya sebuah artikel tentang pencurian ATM di BofA lain di wilayah tersebut pernah muncul di XXXX XXXX XXXX XXXX yang diduga merupakan pembaca kartu. Saya telah membuka rekening BofA saya di XX/XX/XXXX dan tidak pernah menggunakan kartu ATM kecuali di cabang tempat kartu tersebut dibuka - dan hanya untuk penarikan tunai sebesar {$100,00} atau kurang. Saya tidak dan tidak pernah menggunakan kartu debit untuk pembelian. Alamat saya tetap sama selama 28 tahun terakhir sehingga kecurigaan awal saya adalah bahwa ada kartu pembaca di ATM cabang setempat. Saat ditanya mereka bilang mereka memeriksanya setiap pagi saja. Saya benar-benar tidak mempunyai keluhan terhadap bank selain bahwa mereka mengirim kartu pengganti ke orang lain di alamat lain dan satu-satunya pemberitahuan yang saya terima adalah tagihan sebesar {$5,00} yang diikuti dengan percobaan pencurian. Menurut saya seharusnya ada cara yang lebih baik untuk menutupi potensi pencurian ketika kartu ATM pengganti dikirimkan ke alamat lain selain alamat biasa - baik melalui pemberitahuan tertulis atau panggilan telepon selain email.;Fraud
760;Pada XXXX/XXXX/2015 di XXXX saat melakukan deposit di Bank AS XXXX XXXX XXXX XXXX XXXX, XXXX, Arizona saya tidak diizinkan keluar dari bank.. Pintu ditutup beberapa detik sebelum saya meminta keluar dari Bank AS. Informasi saya ditemukan di video pengawasan yang membuktikan pelecehan berkelanjutan yang dilakukan terhadap saya oleh Bank AS;Fraud
761;Saya menerima panggilan telepon di XXXX dari XXXX di XXXX XXXX mengenai perselisihan saya dengan XXXX XXXX XXXX seharga {$2900,00}. Dia menyatakan bahwa karena saya menandatangani XXXX XXXX dengan XXXX XXXX XXXX di mana mereka seharusnya mengganti uang saya sebesar {$2900,00} melalui sertifikasi yang tidak pernah saya terima, mereka tidak dapat membantu saya. Mohon diperhatikan saya tidak menerima uang yang ditentukan. Yang telah membawaku pada titik ini. Perusahaan kartu kredit saya menyatakan mereka tidak akan mengembalikan uang saya, saya sebenarnya mengirimi mereka bukti terdokumentasi bahwa saya tidak menerima cek tersebut. Dalam tanggapan mereka, mereka memberikan kontrak yang saya akui telah ditandatangani dan cek yang belum pernah diuangkan, yang tidak membuktikan apa pun. Mohon informasikan kepada perusahaan kartu kredit saya berdasarkan Federal Truth in Lending Act (TILA) dan Peraturan Z, saya punya waktu SATU TAHUN untuk mengajukan sengketa jenis kesalahan non-penagihan. Setiap pemegang kartu kredit dan kartu debit lainnya telah mengembalikan uang saya. Ini hanyalah klaim layanan tidak seperti yang dijelaskan yang masih dapat disengketakan. Tolong bantu saya memberi saran kepada perusahaan kartu kredit agar mereka membuka penyelidikan dan menerbitkan kredit.;Fraud
762;Scottrade mengizinkan pelanggan XXXX XXXX untuk mengekspos informasi pribadi mereka dalam pelanggaran basis data karena Scottrade mengabaikan peringatan ketidakmampuan keamanan siber dan gagal mengenkripsi data apa pun. Saya pribadi menyerahkan instruksi kepada Scottrade dan SEC serta informasi rinci tentang bagaimana prosedur keamanan mereka tidak memadai. Khususnya, database yang tidak aman dan informasi autentikasi yang tidak terenkripsi. Sekarang saya ingin melaporkan kegagalan Scottrade dalam hal pengendalian uang, pengiriman uang, dan kekurangan XXXX. Secara khusus, jika Anda meninjau lampiran, Scottrade tidak memiliki kebijakan yang efektif untuk mencegah pencucian uang atau menandai transaksi yang sangat mencurigakan, sehingga sangat mudah untuk menggunakan Scottrade untuk mencuci dan mentransfer uang terlarang dalam jumlah besar. Saya dengan hormat meminta CFPB dan Scottrade meninjau lampirannya. Sangat disayangkan jika Scottrade sekali lagi mengabaikan tip tentang teknik keamanan yang gagal dan sekali lagi membuat pelanggan rentan.;Fraud
763;Ini semua dimulai XX/XX/XXXX ketika istri saya yang berumur 30+ tahun meninggal dunia. Putri tiri saya telah tinggal bersama kami dan terus melakukannya hingga XXXX. Rupanya, putri tiriku telah mencuri cek kosong dari rumahku XX/XX/XXXX. Ketika dia pindah ke XX/XX/XXXX, saya masih mengalami banyak tekanan mental karena meninggalnya istri saya. Saya mengetahui jumlah yang telah disetorkan ke rekening Bank Daerah saya dan rekening saya di bank lain dan apa yang saya tarik, tetapi saya tidak menemukan pemalsuan sampai saya dihubungi oleh bank karena cerukan XX/XX/XXXX. Saya menghubungi cabang lokal saya dan menemukan bahwa di antara akun XXXX di atas {$20000.00} telah ada XXXX dan dipalsukan terhadap akun saya. Rekening XXXX telah mengganti saya lebih dari XXXX% dana yang hilang, namun itu adalah bank yang berbeda. Saya sekarang telah diberitahu dari Wilayah bahwa saya tidak akan mendapat penggantian atas $ XXXX+ yang dipalsukan pada akun ini, karena tidak dilaporkan dalam waktu 30 hari sejak pemalsuan pertama. Namun, pemalsuan ini dilaporkan ke beberapa kabupaten dan kota atas tuduhan pemalsuan dan pencurian atas dorongan dari Bank Daerah untuk memastikan kerugian saya. Saya mengikuti arahan dari petugas bank, dan kemudian menerima panggilan telepon minggu lalu yang menyatakan bahwa TIDAK ada dana yang akan dikembalikan. Transaksi ini disebabkan oleh kesalahan bank, oleh BEBERAPA teller dan cabang, dan jumlah dolar serta waktu pencairan cek sangat mencurigakan, dan masih dicairkan tanpa pertanyaan.;Fraud
764;Bank of America telah berusaha menagih hutang kartu kredit yang berumur lebih dari 10 tahun. Itu adalah hutang yang tidak dapat saya bayar saat itu karena kesulitan keuangan. Mereka telah menjual utang tersebut ke berbagai instansi dalam upaya menagih utang tersebut. Jika saya benar, ini melanggar peraturan dan regulasi FDCPA. Masalah saya saat ini adalah B dari A telah menjual hutang ini kepada XXXX XXXX XXXX dan XXXX XXXX XXXX pada saat yang sama, sehingga menyebabkan kerugian pada peringkat kredit saya pada saat saya telah membayar pinjaman mahasiswa saya. Setelah saya menjelaskan hal ini kepada perusahaan XXXX, saya menerima surat dari XXXX pada XXXX/XXXX/15 dan MCM pada XXXX/XXXX/15 yang memberi tahu saya bahwa mereka tidak akan melanjutkan masalah ini lagi. Kekhawatiran saya adalah B dari A akan terus melanjutkan hal ini sampai seseorang menghentikan praktik ini.;Fraud
765;"Bank Sinkronisasi/JCP ; Telah berasumsi bahwa saya berhutang kepada mereka dengan tagihan yang rendah sebesar {$38,00}, yang (mereka sekarang telah menaikkan tagihan menjadi {$75,00} ) tertanggal sekitar XXXX tahun 2015. Mereka mengatakan itu adalah hutang saya, telah menghapus tagihan tersebut, dan menugaskan hutang kepada XXXX XXXX XXXX ( XXXX ). Inilah masalahnya : Synchrony bank TIDAK PERNAH menelepon kami. Tagihan sebesar {$38,00} ini dikirimkan setiap bulan ke beberapa alamat dan Kota serta kode pos yang tidak jelas beberapa XXXX mil jauhnya dari kami, dan kami tidak pernah menerimanya PERNAH! Jika kami menerimanya, kami akan menelepon mereka untuk mencari tahu dan mengatasi masalahnya, namun mereka tidak pernah menelepon kami, dan malah meneruskan tagihan ke XXXX XXXX XXXX. Dengan melakukan hal itu, hal itu mencoreng semua riwayat kredit istri saya dari Agen Pelaporan Kredit XXXX, menurunkan nilai kreditnya sekitar XXXX poin! Pertama-tama, tagihan sebesar {$38,00} ini kemungkinan merupakan kasus penipuan. Juga, itu dikirimkan ke alamat asing. Synchrony/JCP tidak pernah menelepon istri saya untuk berdiskusi, dan kemudian memberanikan diri melaporkan ke agen kredit bahwa dia menunggak (menurunkan skornya XXXX poin)! Lebih jauh lagi, kami tidak ingat pernah membuka kartu kredit ini! Saat saya menelepon Synchrony, saya tidak pernah bisa menghubungi siapa pun yang bisa membantu. Lebih jauh lagi, kebanyakan dari mereka, jika mereka ingin mencoba, tidak berbicara bahasa XXXX murni, sehingga tidak dapat memahaminya. Kami marah, karena kami menelepon XXXX XXXX XXXX setiap minggu untuk mendapatkan resolusi. Meskipun orang-orangnya cukup masuk akal, mereka mengatakan bahwa mereka akan mengajukan permintaan lain untuk informasi permohonan kredit asli. Hal ini sudah berlangsung selama 6 minggu terakhir dan belum terselesaikan. Juga XXXX XXXX XXXX tidak dapat membatalkan masalah riwayat kredit ini, tetapi hanya Synchrony/JCP yang bisa. Itulah yang HARUS terjadi! Sampai hal itu terjadi, kemungkinan besar kita akan merasa terdorong untuk menyewa seorang Pengacara, dan secara hukum memperbaiki kesalahan pelaporan kredit ini. Tapi, saya tidak akan membayar Pengacara, Synchrony/JCP akan...!";Fraud
766;"HaiSaya menerima pemberitahuan bahwa akun saya memiliki aktivitas penipuan dan mereka mengeluarkan kartu baru untuk saya : lihat catatan di bawahKartu ATM/debit yang diakhiri dengan XXXX XXXX XXXX, Kami memberi tahu Anda bahwa kartu ATM/debit Anda mungkin merupakan bagian dari kompromi di seorang pedagang yang dirahasiakan. Ini tidak berarti penipuan telah atau akan terjadi pada akun Anda. Namun, sebagai tindakan pencegahan, kami mengeluarkan Anda kartu baru yang akan segera tiba di amplop Bank of America ( Kanan ) dengan alamat pengirim XXXX, Delaware. Harap aktifkan kartu baru Anda segera setelah Anda menerimanya. Dan perlu diingat : Kartu debit Anda saat ini akan dinonaktifkan pada XXXX/XXXX/2015 atau saat kartu baru Anda telah diaktifkan, mana saja yang lebih dulu - Jika Anda memiliki kartu khusus ATM, kartu tersebut akan tetap aktif hingga tanggal penonaktifan kapan pun Anda mengaktifkan kartu baru Anda. PIN dan nomor rekening giro atau tabungan Anda tidak berubah. Keamanan Anda penting bagi kamiSeperti biasa, kartu Anda disertai dengan {$0,00} XXXX XXXX yang berarti kami akan mengkreditkan tagihan penipuan yang dilakukan dengan kartu Anda kembali ke akun Anda segera pada hari kerja berikutnya, jika segera dilaporkan kepada kami. Selain itu, kartu baru Anda kini memiliki teknologi chip baru yang memberikan keamanan lebih kuat saat digunakan pada terminal yang mendukung chip. Untuk informasi lebih lanjut, kunjungi bankofamerica.com/chipcardfacts. Kami terus memantau kartu Anda; namun, jika Anda melihat ada transaksi yang tidak Anda lakukan, harap hubungi kami di XXXX. Saya memiliki cerukan di akun saya dan saya memberitahukannya dua hari yang lalu bahwa saya perlu melakukan pembelian dalam jumlah besar hari ini. Mereka menahan dana cerukan dari rekening tabungan saya dan saya juga tidak dapat mengakses dana reguler saya dari tabungan. Saya memverifikasi transaksi ke departemen penipuan dan saya diberitahu oleh departemen penipuan untuk menunggu XXXX jam agar penangguhan dilepaskan. Saya bisa keluar XXXX dan harus keluar total XXXX. Saya tidak percaya mereka mempunyai alasan untuk menahan dana saya atau menerapkannya ke rekening saya jika saya memiliki cerukan yang baru saja saya ambil dari rekening saya hari ini. XXXX supervisor di layanan pelanggan baru saja membantu saya setelah saya memberi tahu mereka bahwa saya mengajukan keluhan kepada XXXX. Salam Hormat, XXXX";Fraud
767;Suami saya memperhatikan XXXX dolar ditarik dari rekening giro saya melalui kartu debit saya tetapi kartu ATM saya tidak dicuri. Saya memilikinya, tetapi saya tidak pernah melakukan penarikan ini. Itu adalah kenaikan XXXX sebesar {$600,00} sehingga totalnya XXXX. Itu adalah XXXX lokasi mesin ATM yang berbeda di kota kami yang sama, XXXX, TX.;Fraud
768;Bank of America mengeluarkan cek kasir yang telah saya setorkan. Saya membelanjakan {$3300,00} dari {$7500,00}. BofA memberi tahu saya hari ini bahwa cek kasir itu palsu dan mereka menganggap saya bertanggung jawab atas uang yang dikeluarkan. Merekalah yang bersalah karena melunasi cek itu, bukan saya. Saya ingin uangnya dikembalikan ke rekening saya.;Fraud
769;HaiSaya tinggal di AS dan Saat melamar pekerjaan secara online. Suatu hari yang buruk saya menerima telepon dari XXXX dari nomor tak dikenal dan melakukan wawancara. Posting bahwa mereka mengirimi saya kontrak kerja yang saya kirimkan kembali kepada mereka dengan ditandatangani. Pekerjaan itu untuk perusahaan XXXX yang berbasis di XXXX, XXXX bernama XXXX. Pekerjaan yang disebutkan adalah sebagai koordinator penjualan dan pembayaran di mana saya harus mengumpulkan/menerima pembayaran dari pelanggan yang bersedia memanfaatkan layanan perjalanan dari perusahaan tersebut dan akan membayar atas nama layanan yang mereka nikmati atau ingin nikmati. Karena perusahaan tersebut tidak memiliki kantor atau cabang di AS, mereka merekrut agen seperti saya untuk mengumpulkan pembayaran. Suatu hari saya menerima surat melalui XXXX di alamat saya yang berisi cek XXXX/- USD XXXX XXXX XXXX yang di atasnya tertulis nama saya sebagai penerima. Segera setelah saya menerima surat dari agen kepala perusahaan yang seharusnya menjadi manajer saya bernama XXXX XXXX yang menyatakan bahwa saya perlu menyetorkan cek ini ke rekening saya dan setelah dipotong XXXX % (misalnya XXXX/- USD) harus dikirim saldo uang ke beberapa alamat di XXXX melalui XXXX. Saya lupa mengatakan bahwa menurut kontrak kerja mereka saya akan dibayar USD XXXX/- sebulan sebagai gaji serta XXXX % dari komisi berapa pun pembayaran yang saya kumpulkan. Pajak dan IRS lainnya serta biaya hukum akan ditanggung oleh mereka. Mengingat tawaran ini menguntungkan, saya menerimanya dan sebagai tugas pertama saya menerima cek sebesar XXXX/- USD yang saya setorkan ke rekening giro Wells Fargo Bank saya. Saat akan menarik jumlah saldo (XXXX% setelah dikurangi komisi saya yang disebut XXXX%) pada hari berikutnya di bank, saya mengetahui bahwa cek tersebut tidak dapat diuangkan karena cek tersebut palsu. Tidak apa-apa tetapi selain itu bank telah menutup rekening dan kartu debit/atm saya dan mengatakan bahwa saya tidak dapat lagi menggunakan atau melakukan bank dengan bank wells fargo baik sekarang maupun di masa depan karena hubungan perbankan saya dengan bank tersebut berakhir karena hal ini. cek palsu yang saya setorkan tetapi tidak diuangkan atau ditarik. Saya menjadi korban pemalsuan orang lain namun saya dihukum dengan menutup rekening saya. Saya berbicara dengan manajer bank secara pribadi serta layanan pelanggan dan juga departemen penipuan mereka. Mereka semua menolak untuk mengaktifkan kembali akun saya dengan mengatakan karena pemalsuan ini, akun Anda ditutup secara permanen dan lebih baik Anda mencari bank lain untuk menanganinya tidak terlalu baik. Kekhawatiran saya dan bantuan yang saya minta dari Anda adalah sebagai berikut ... 1 ) Bisakah bank menutup rekening saya dalam kasus seperti itu/2 ) Bisakah mereka mengaktifkan kembali/membuka kembali rekening saya mengingat saya menjadi korban pemalsuan? 3) Apakah saya dianggap bersalah dalam kasus seperti itu? Bagaimana? Karena saya bukan pelakunya tapi korban? 4) Akankah kejadian ini berdampak buruk pada pemeriksaan latar belakang saya? 5) Apakah ini akan berdampak buruk pada nilai kredit saya? Tolong bantu saya menjawab ini.. Terima kasih banyak sebelumnya. Ya ampun, XXXX;Fraud
