IDE;Text;Fraud;Spam;Normal
268;Saya melakukan deposit melalui ponsel pada tanggal XXXX XXXX ke rekening bank saya dari cek Apple Bank saya XXXX. Saya pergi ke XXXX dan mereka mengambil kredit dari saya karena cek tersebut tidak pernah dibayar oleh Apple Bank. XXXX mengklaim bahwa bank XXXX memiliki cek asli dan dicairkan di bank XXXX pada tanggal XXXX XXXX, 2015. Namun, saya tidak memiliki rekening di XXXX dan saya tidak mengenal siapa pun yang memiliki rekening di XXXX. Seseorang mencuri cek Apple Bank ini dari saya. Menurut XXXX, Apple bank perlu mengajukan klaim pemalsuan bersama XXXX untuk mendapatkan kembali {$500.00} saya dari XXXX karena XXXX tidak memiliki cek tersebut. Pada tanggal XXXX XXXX, Apple Bank menarik kembali {$500.00} dari rekening checking saya untuk membayar XXXX untuk deposit seluler yang saya buat. Pada tanggal XXXX XXXX, 2015 Apple Bank menarik kembali {$500.00} tambahan dari rekening saya untuk membayar XXXX. Namun, dua hari kemudian Apple Bank mengembalikan penarikan tambahan {$500.00} ke XXXX karena klaim penipuan. Kemudian pada tanggal XXXX XXXX, XXXX menarik kembali {$500.00} dari deposit yang saya buat pada XXXX XXXX dengan klaim bahwa XXXX memiliki cek asli. Jadi apa yang terjadi dengan deposit saya pada XXXX XXXX ke XXXX. Saya kehilangan {$500.00} dolar. Saya pergi langsung ke XXXX untuk mencoba menyelesaikan masalah ini dan mereka tidak mau berbicara dengan saya karena saya bukan pelanggan mereka dan mereka perlu berurusan langsung dengan Apple Bank. Namun, setelah beberapa percobaan pergi ke cabang Apple lokal saya, mereka tidak melakukan apa-apa untuk saya. Mereka bahkan menolak untuk berbicara dengan saya di Apple Bank XXXX XXXX. Manajer di Apple Bank XXXX XXXX, memberi tahu saya untuk membuat laporan polisi, dan juga untuk menulis surat menjelaskan situasinya. Ketika saya pergi dengan semua dokumen yang dia minta dari saya, dia menolak untuk melihatnya. Namanya adalah XXXX XXXX. Dia adalah Manajer di lokasi XXXX. Jika ini adalah orang yang Apple Bank pilih untuk mengelola lokasi tersebut. Begitu ini terselesaikan, saya akan menutup akun saya dengan Apple Bank. Sebuah bank tempat saya memiliki akun saya selama hampir 20 tahun. Dia tidak profesional sama sekali. Dia mencoba menghindar dengan segala cara dan yang dia lakukan adalah mengarahkan saya kembali ke XXXX atau ke XXXX, padahal dia tahu bahwa saya tidak memiliki rekening di XXXX! Yang saya inginkan adalah bantuan dari Apple Bank. mereka seharusnya menghubungi XXXX dan mengambil kembali cek yang dicuri dari saya. Ini adalah uang saya yang susah payah dicuri dari saya, dan kenyataan bahwa bank saya sendiri bahkan tidak mau berjuang untuk cek mereka sendiri adalah hal yang menyedihkan. Jika inilah cara layanan pelanggan ditangani di Apple Bank, saya akan menutup akun saya.;1;0;0
269;Hello, saya seorang ibu tunggal yang sedang mengadakan pesta ulang tahun untuk putri saya pada XXXX/XXXX/2015. Itu sangat penting bagi saya. dan saya meninggalkan kartu kredit saya untuk diotorisasi bersama putri saya. Setelah menjalankan kartu saya, tagihan itu ditolak tanpa kebaikan untuk menelepon saya. Saya menelepon malam ini untuk mendiskusikan dan diberitahu bahwa Bank US memiliki XXXX atau lebih pelanggan, dan bahwa mereka tidak memiliki kewajiban untuk menelepon saya dan bahwa akun saya ditandai karena beberapa pedagang yang saya gunakan memiliki penipuan terkait dengan penagihannya. mereka tidak akan memberi saya daftar siapa yang saya gunakan sebagai pedagang yang memiliki masalah, dan merujuk saya ke daftar situs web yang dapat saya rujuk. Sebagai konsumen dan sebagai pelanggan bank yang menolak akses ke dana saya, saya mengharapkan minimalnya # 1 telepon yang memberi tahu saya tentang masalah tersebut - karena saya tidak punya waktu untuk memperbaiki dan membayar makanan yang diantar ke pesta # 2 daftar pedagang yang mereka tandai, dan mengalami masalah, sehingga saya bisa menyelesaikannya langsung dengan pedagang. Mereka hanya menyarankan memberi saya daftar yang bisa saya periksa untuk mencocokkan apa yang mungkin menjadi kecocokan ... konyol. Saya sangat marah bahwa saya ditolak akses ke uang saya sendiri tanpa pemberitahuan apa pun, atau bantuan. Ini uang saya dan itu sangat memalukan bahwa saya tidak dapat membayar pesta yang saya adakan, dengan uang yang saya miliki kemampuan untuk membayar utang tersebut.;1;0;0
270;"Bank BBVA Compass diberitahu tentang kesalahan yang dilakukan oleh teller pada XXXX XXXX, 2015. BBVA Compass menyatakan bahwa mereka tidak membuat kesalahan ketika dihubungi mengenai hal ini pada XXXX XXXX, 2015 melalui layanan pelanggan. Perwakilan telepon mereka memberitahu saya bahwa penarikan itu dilakukan oleh seseorang yang memiliki akses penuh ke rekening dan dana. Pemegang rekening memberitahu perwakilan di garis layanan pelanggan bahwa ini tidak benar karena tidak ada kartu tanda tangan pada rekening untuk orang tersebut. Ketika bank dikunjungi pada XXXX/XXXX/2015 di lokasi XXXX, perwakilan rekening memberitahu pemegang rekening bahwa tidak akan ada masalah untuk menyelesaikan transaksi ini dan mendapatkan pengembalian uang. Perwakilan rekening diberitahu bahwa akan dibuat pengaturan untuk mendapatkan pembayaran untuk kesalahan ini dari orang yang menarik rekening (ayah pemegang rekening). Karena alasan pribadi dan hubungan keluarga dengan orang ini, pemegang rekening menunggu hingga XXXX 2015 untuk membuka sengketa resmi. Perwakilan rekening di cabang XXXX dikunjungi dan diberitahu tentang situasi ini. Orang ini menghubungi cabang yang melakukan kesalahan ini dan memberi tahu mereka tentang kesalahan yang mereka sebabkan dan bahwa tidak ada pembayaran kembali dari transaksi ini oleh orang yang menarik uang karena baru-baru ini mengalami masalah kesehatan dan tidak dapat membayar kembali. Mereka menyatakan bahwa mereka akan berupaya menghubungi penarik rekening dan memberitahunya tentang kebutuhan untuk mengembalikan uang ini. Orang ini memberi tahu pemegang rekening bahwa akan membutuhkan waktu 7-10 hari kerja sebelum ada penyelesaian untuk masalah ini. Selama panggilan ini, perwakilan rekening bertanya tentang XXXX XXXX kemungkinan dimasukkan sebagai penerima manfaat dan pemegang rekening setuju untuk menerima opsi ini. Namun, tampaknya hal ini dilakukan untuk membuatnya terlihat bahwa teller bank tidak melakukan kesalahan dan penilaian yang begitu besar dalam memberikan dana kepada orang yang salah. Pada XXXX XXXX, 2015, tanpa memberi tahu pemegang rekening, rekening tersebut dianggap sebagai penipuan dan diinstruksikan melalui pesan suara untuk menelepon kembali karena rekening mungkin perlu ditutup. Pemegang rekening menghubungi spesialis rekening penipuan bahwa rekening tidak dikompromikan karena kesalahan disebabkan oleh teller bank dan bukan oleh orang tersebut karena dia meminta saldo di rekeningnya, tidak ingat nomor akunnya karena baru saja menerima perawatan. Pemegang rekening kemudian mencoba mencegah beberapa biaya overdraft ketika kartu debit yang terkait dengan rekening dibatalkan pada XXXX XXXX, 2015. Tidak ada dokumen untuk mendukung kebutuhan untuk menutup kartu debit. Kemudian, layanan pelanggan dihubungi pada hari yang sama dan diberitahu bahwa rekening dianggap sebagai penipuan dan kartu debit secara otomatis ditutup. Cabang lokal dikunjungi lagi dan diinformasikan tentang semua masalah dengan rekening ini dan bahwa tidak ada penyelesaian untuk masalah sebelumnya dan telah menunggu lebih dari 20 hari untuk mendapatkan penyelesaian atas masalah tersebut. Perwakilan rekening kemudian memenuhi syaratkan pemegang rekening untuk kartu kredit untuk membantu menghindari biaya overdraft yang besar terjadi secara tidak sengaja. Pemegang rekening memiliki biaya overdraft XXXX atau XXXX dikembalikan karena kartu debit dibatalkan tanpa pemberitahuan. Namun, masalah sebesar XXXX dolar tidak diatasi. Pemegang rekening telah menunggu hampir 2 bulan untuk mencoba mendapatkan hasil dari penyelidikan internal yang sedang dilakukan, tetapi setiap kali spesialis penipuan tidak dapat memberikan batas waktu untuk penyelesaian transaksi ini. Percakapan terakhir yang pemegang rekening lakukan dengan spesialis penipuan adalah bahwa mereka akan mengirim email kepada penyelidik sengketa ini dan mencoba untuk menerima beberapa informasi untuk disampaikan kepada pemegang rekening tentang status penyelidikan. Sementara itu, spesialis penipuan hanya menyatakan untuk melihat rekening untuk melihat apakah dana muncul, tetapi telah memakan waktu terlalu lama untuk mendapatkan tanggapan.

Pemegang rekening merasa frustrasi dengan penanganan kasus ini oleh BBVA Compass Bank. Meskipun mereka telah menghubungi bank secara berkala dan mengajukan sengketa formal, belum ada tanggapan yang memuaskan atau penyelesaian yang ditawarkan.

Pada saat ini, pemegang rekening merasa bahwa kepercayaan dan keandalan mereka terhadap BBVA Compass Bank telah terganggu. Mereka mengharapkan bank untuk bertanggung jawab atas kesalahan yang telah terjadi, memberikan penjelasan yang jelas, dan memberikan solusi yang memuaskan terhadap kehilangan dana yang telah mereka alami.

Dengan demikian, pemegang rekening merasa perlu untuk terus memperjuangkan hak mereka dan mencari penyelesaian yang adil dari pihak bank. Mereka berharap agar bank dapat mengambil langkah-langkah yang diperlukan untuk mengklarifikasi situasi ini dengan cepat dan mengembalikan dana yang hilang.";1;0;0
271;Saya melakukan transaksi XXXX. Kemudian saya membatalkan transaksi tersebut. Saya diberitahu oleh XXXX bahwa transaksi saya akan dikembalikan ke rekening saya. Namun, itu tidak pernah dikembalikan. Selanjutnya, saya memulai penyelidikan melalui Wells Fargo. Sementara itu, uang saya sementara dikembalikan ke rekening saya. Wells Fargo mengatakan kepada saya untuk mengirim dokumentasi transaksi XXXX. Saya mencoba mengirim informasi tersebut. Namun, email yang saya terima dari perwakilan Wells Fargo adalah alamat email yang salah. Wells Fargo kemudian mengambil uang dari rekening saya. Saya menghubungi mereka untuk memberi tahu bahwa saya menerima alamat email yang salah. Sejak itu, saya telah mengirim ulang informasi berkali-kali. Saya tidak pernah menerima pengembalian dana saya, jadi saya mengajukan keluhan dengan XXXX. Saya dijanjikan untuk menerima pengembalian dana. Namun, yang saya dapatkan dari Wells Fargo hanyalah kebohongan dan sikap tidak hormat. Saya hanya ingin pengembalian dana saya.;1;0;0
272;Saya memiliki rekening cek USAA. Baru-baru ini saya melakukan beberapa pembayaran tagihan yang menyebabkan saldo rekening saya menjadi negatif, tetapi overdraft seharusnya ditutupi oleh kartu kredit USAA yang terhubung. Pada saat pembayaran disajikan, ada saldo KREDIT sebesar {$22000.00} di rekening kartu kredit saya, yaitu USAA MEMINJAMI SAYA {$22000.00} selain dari batas kredit {$9000.00} yang tersedia di rekening kartu kredit. Meskipun begitu, pembayaran XXXX ditolak dan saya dikenai biaya pembayaran yang ditolak dengan total lebih dari {$100.00} baik oleh USAA maupun penerima pembayaran.;1;0;0
273;Saya membuka rekening CapitalOne360 kemarin dan mengatur penarikan ACH ke koperasi kredit saya. Saya secara khusus bertanya kapan ACH akan terjadi dan mereka menjelaskan bahwa mereka akan mengirimkan dua deposit kecil ke koperasi kredit dan kemudian saya harus mengonfirmasi '' deposit tersebut sebelum transfer awal ke rekening baru saya akan terjadi. Ini dikonfirmasi oleh sejumlah halaman web di situs web mereka www.capitalone360.com. Pagi ini, kurang dari 24 jam setelah membuka rekening XXXX dan tanpa deposit kecil untuk dikonfirmasi, mereka melakukan penarikan dari rekening cek saya sebesar {$50000.00} yang menyebabkan saya dikenakan biaya transfer sebesar {$3.00} di koperasi kredit dan membuat saya terkena biaya tambahan jika saya tidak segera menyadari situasi ini. Saya khawatir bahwa situs web mereka dan staf pusat panggilan entah dengan sengaja atau tidak sengaja memberikan informasi yang salah dengan potensi mengorbankan dan mengganggu konsumen dan saya ingin mendapatkan kembali {$3.00} saya. Ini bukan tentang {$3.00} tetapi prinsip apa yang mereka katakan kepada pemegang rekening baru mereka baik secara personal maupun di halaman web mereka dan tanggapan mereka terhadap kekhawatiran saya yang melibatkan menyembunyikan '' prosedur '' daripada hanya mengakui masalah dan mengembalikan biaya saya. Saya meningkatkan masalah ini kepada seorang manajer yang juga menahan informasi sampai mereka bisa melakukan '' penelitian '' tentang masalah tersebut.;1;0;0
274;Saya mengajukan sengketa atas kartu debit saya karena tidak menerima barang yang saya beli dengan kartu debit saya pada tanggal XXXX XXXX, 2015 dengan bank saya dan mereka menjamin bahwa mereka akan mengembalikan uang saya ke rekening saya pada tanggal XXXX XXXX, 2015 dan mereka belum mengembalikan jumlah tersebut ke rekening saya.;1;0;0
275;Saya menjual XXXX secara online untuk pembayaran dengan PayPal. Saya mengikuti prosedur pelanggan dan identifikasi yang ketat. Saya memiliki seorang pelanggan yang membeli jumlah XXXX yang besar dari saya melalui XXXX 2015. Kami mengumpulkan beberapa foto selfie dengan ID. Pelanggan ini mengklaim pada XXXX XXXX bahwa identitasnya telah dicuri. Dia membuat klaim kepada PayPal bahwa identitasnya telah dicuri dan setelah melihat semua identifikasi pelanggan, dan alamat IP, dan agen pengguna semuanya cocok dengan komputer dan iPhone-nya, PayPal menentukan bahwa kemungkinan identitasnya telah dicuri adalah mendekati XXXX. PayPal awalnya menolak klaim transaksi tidak sah. Namun, setelah seminggu, PayPal sekarang mengklaim bahwa banknya melakukan pembalikan atas semua {$1800.00} yang dia habiskan. PayPal ingin saya membayar ini. Saya telah meminta PayPal untuk informasi lebih lanjut untuk membantu dalam membuat laporan polisi tetapi PayPal tidak akan memberikan informasi apa pun. Saya tidak merasa saya harus membayar kembali PayPal jika mereka tidak akan memberikan informasi lebih lanjut untuk saya berikan kepada lembaga penegak hukum. PayPal mengatakan bahwa saya tidak dilindungi karena XXXX bukan barang fisik, tetapi juga bukan hal yang sama seperti musik, video, atau perangkat lunak. Jika produk dicuri, saya kehilangan hampir 100% dari biayanya, berbeda dengan musik, video, atau perangkat lunak yang hanya salinan. Juga setiap penjualan dilakukan menggunakan XXXX yang MENYEDIAKAN PELACAKAN dan bukti bahwa pelanggan menerima barang. Ya, penjual seharusnya bertanggung jawab dalam beberapa keadaan, tetapi saya merasa dengan bukti penipuan yang masif dari pelanggan di sini, PayPal seharusnya melakukan sesuatu yang lebih.;1;0;0
276;"Sebagai pemegang rekening XXXX di US Bank, saya ingin mengajukan keluhan dengan/melawan US Bank. US Bank membersihkan cek di mana ""pay to the order of"" kosong; jumlah dolar tertulis kosong; garis tanda tangan mengandung garis-garis bintik-bintik (tanpa representasi kartu tanda tangan rekening) dan tidak ada endosmen di bagian belakang cek. Tanggal dan jumlah dolar numerik adalah satu-satunya item yang diisi (salinan cek yang di-redaksikan terlampir). Pemegang rekening memeriksa rekening bank menggunakan aplikasi seluler US Bank dan menyadari bahwa saldo di rekening mencurigakan. Situs web US Bank mengungkapkan bahwa cek di luar urutan telah disajikan. Tinjauan lebih lanjut terhadap buku cek mengidentifikasi bahwa cek yang dipertanyakan dan duplikatnya telah ditarik dari buku cek 6 cek di luar cek terakhir yang ditulis. Tidak ada duplikat lain yang telah dihapus. Departemen penipuan US Bank segera dihubungi, di mana penahanan ditempatkan pada rekening. Pernyataan pelanggan aktivitas penipuan dimulai melalui telepon. Perwakilan memberi tahu pemegang rekening untuk: mengunjungi cabang dalam beberapa hari ke depan (interaksi telepon ini terjadi pada akhir pekan) untuk menyelesaikan/tanda tangan pernyataan pelanggan aktivitas penipuan; menghubungi departemen keamanan di tempat kerja (di mana pemegang rekening percaya cek telah dicuri dari tas berzip di ruang istirahat karyawan); mengajukan pernyataan dengan kantor polisi terdekat dengan tempat kerja; dan, mengirimkan salinan semua dokumen tersebut ke Departemen XXXX US Bank. Sekitar XXXX minggu setelah semua dokumen telah diserahkan, pemegang rekening menerima surat penolakan penipuan/pengembalian dana karena ""Kelalaian Pelanggan"" karena tidak memberikan keamanan yang memadai untuk nomor rekening. Pemegang rekening mengunjungi US Bank XXXX XXXX dan berbicara dengan manajer dalam upaya untuk menentukan bagaimana cek tersebut disajikan kepada US Bank untuk pembayaran agar dapat memperbarui laporan polisi dan memungkinkan polisi untuk melanjutkan penyelidikan apa pun. Manajer ini menghubungi salah satu rekan asosiasinya di departemen penipuan untuk meminta informasi bank yang disajikan untuk cek yang dipertanyakan. Pemegang rekening diberitahu bahwa informasi yang diminta akan diterima melalui surat ke rumahnya dalam XXXX minggu. Manajer cabang juga mengindikasikan bahwa karena semua metode elektronik yang tersedia untuk menyajikan cek, ketika US Bank disajikan dengan cek, itu harus dibayar, tanpa kekhawatiran akan integritas/kelengkapannya. Setelah XXXX minggu, pemegang rekening menghubungi manajer ini untuk tindak lanjut karena tidak ada informasi yang diterima. Manajer ini menghubungi kembali rekan tersebut dan diberitahu bahwa departemen penipuan tidak dapat (atau tidak bersedia) memberikan informasi tersebut kepada pemegang rekening.";1;0;0
277;Suami saya dan saya memiliki akun di BBVA Compass Bank. XXXX dari akun-akun ini adalah CD. Setiap CD membayar bunga secara triwulanan. Bunga terbaru untuk akun-akun XXXX ini adalah XXXX XXXX, 2015. Bunga pada akun XXXX disampaikan melalui pos pada XXXX XXXX, 2015. Cek bunga pada akun CD kedua tidak tiba. Saya menunggu sampai Jumat, XXXX XXXX, dan menelepon Layanan Pelanggan di BBVA Compass Bank. Saya diberitahu bahwa tidak ada yang bisa mereka lakukan, bahwa saya harus datang ke bank sendiri untuk bantuan. Saya pergi ke bank dan berbicara dengan seorang bankir di sana, yang mengatakan kepada saya bahwa karena baru sedikit lebih dari satu minggu sejak cek bunga hilang, bahwa tidak ada yang bisa dia lakukan. Saya harus menunggu dua minggu untuk mendapatkan bantuan. Saya menunggu sampai XXXX XXXX dan pergi ke lokasi BBVA Compass Bank di XXXX XXXX dan XXXX XXXX di XXXX, Texas. Saya berbicara dengan Manajer Bank di sana yang melakukan beberapa panggilan telepon. Dia menentukan bahwa cek belum diuangkan. Dia juga menyatakan bahwa mereka akan menempatkan Stop Payment pada cek tersebut dan jika itu tiba di kotak surat saya, saya harus menghancurkannya saja. Dia juga menyatakan bahwa cek pengganti akan diproses pada hari yang sama dan saya bisa kembali pada hari itu untuk mengambilnya. Saya bertanya kepadanya apakah cek bunga bisa disetorkan ke rekening checking saya. Dia mengatakan itu akan baik-baik saja. Keesokan harinya, Manajer Cabang menelepon saya dan mengatakan bahwa cek akan diproses pada hari Senin, XXXX XXXX. Saya bisa memeriksa situs web pada hari Selasa, XXXX XXXX, dan cek akan terlihat di rekening checking saya. Namun, itu tidak muncul pada pagi hari Selasa, seperti yang saya harapkan. Saya menelepon Layanan Pelanggan untuk melihat apakah mereka memiliki catatan deposit bunga ke rekening saya. XXXX, di Layanan Pelanggan BBVA, menyatakan bahwa tidak ada apa pun di rekening, tidak ada deposit, tidak ada catatan transaksi apa pun. XXXX berjanji untuk menyelidiki masalah tersebut dan menelepon saya kembali. Sekarang sudah hampir XXXX dan saya tidak berpikir XXXX atau siapapun dari BBVA akan menelepon. Bunga yang dipertanyakan adalah sebesar {$37.00}, bukan jumlah uang yang besar. Namun, saya telah menunggu uang yang seharusnya saya terima ini selama hampir tiga minggu. Pelayanan pelanggan yang sangat buruk. Sungguh tak bermoral bagi mereka untuk memperlakukan pelanggan dengan cara ini.;1;0;0
